sample	I	II	III	IV	V	VI	VII	VIII	IX	meca	Ia	IIa	IIb	IIIa	IVa	IVb	IVc	IVd	IVg	IVh
adqdc	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017062	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753427	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995805	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpyy	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309590	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtqf	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
ERR1753455	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101364751	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
GCA_0101534351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
GCA_0101470351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904011	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995895	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqgf	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904173	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017121	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904009	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904222	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101713651	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
adqac	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtuy	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101607051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101535151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
acvex	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101664451	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR9031939	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339345	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqij	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
SRR13995816	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False
adpxo	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
GCA_0101395151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995931	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtte	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101527051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309579	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904223	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016820	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101478651	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
ERR1903977	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101537851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvdb	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
ERR1903997	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101600651	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	True
SRR14017224	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtuq	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101543851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
SRR13995723	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101477851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101588851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101533251	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
abkuy	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False
GCA_0101688951	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	True
GCA_0101583151	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
GCA_0101522851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
SRR18339398	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016772	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016993	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101404251	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753424	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101594651	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	True
GCA_0101442351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101615051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995740	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904163	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101394951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adttn	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101358151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
SRR13996022	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016731	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309598	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017076	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753421	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpwj	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
SRR14016853	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtqi	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
SRR14016885	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101362751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016738	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101403651	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101538351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
SRR14016983	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101685251	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101468551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
ERR1904172	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995873	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995987	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101499451	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017068	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqev	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101579751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101682651	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995388	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995899	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753389	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309554	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101496451	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904182	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtqo	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
acvcp	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
GCA_0101655051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016696	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101496951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpyv	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqdb	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
ERR1904082	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016686	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995639	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtta	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017107	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017100	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101491951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
SRR13996028	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995949	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101716951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339545	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339339	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpuq	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996088	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016838	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqbz	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016900	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101511851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
acuzy	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101692151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996113	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqdz	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017140	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995509	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017074	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309558	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339397	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpyq	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
GCA_0101613951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016756	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
abfqw	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101578551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpva	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
aatzc	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvba	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904171	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101708051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017120	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101541051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
GCA_0101672551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
SRR13995558	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995839	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339433	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtvq	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvbe	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339371	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339561	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101711951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
GCA_0101472851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995794	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995693	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995495	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309589	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False
SRR18339444	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101390651	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqfw	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339423	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpya	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309535	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995614	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101584351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101695351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqag	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
GCA_0101505151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpwb	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtvi	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101480151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309602	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101397351	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
adpzd	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101718951	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
SRR18339529	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017181	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017256	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017096	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017091	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995754	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101593551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acrrh	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101715251	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016987	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101436951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpwd	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
aatzj	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995882	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339370	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995847	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996027	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016782	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR5083336	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101722051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpxp	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904048	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017180	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101711651	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753466	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqdi	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101693351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904049	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995807	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101493851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101618351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101450751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
SRR14017282	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101381551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERR1753445	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101404051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101402151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtvv	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
GCA_0101538151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101385151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
GCA_0101358351	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
acvfp	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016942	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtvz	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
GCA_0101673351	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	False	False	False	False	False
SRR13995475	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpzz	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
GCA_0101452451	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995724	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995838	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309615	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101437751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtuz	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
adtqn	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
SRR14016841	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101502951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904054	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101398751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
SRR14016953	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904158	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101654351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpzu	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
GCA_0101720051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101713551	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
adpur	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996089	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101611251	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
aatzb	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
GCA_0101675051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753416	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtsq	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False
SRR14016765	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995802	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101728851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753378	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995965	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995850	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016742	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101515751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
SRR14017028	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqfk	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvbk	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
ERR9031927	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1903995	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR5083334	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904220	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101726351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996016	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtvj	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753394	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101390151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996100	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101467551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101458151	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
GCA_0101491551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
ERR1904232	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996097	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339431	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqex	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101530051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
adqew	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309536	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101596151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339475	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101652551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996090	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995652	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995454	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101376551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
SRR18339553	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101734151	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
GCA_0101718751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101444751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101484651	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
GCA_0101691151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
aatyx	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqde	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101714751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101611151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101713151	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
