genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
GCA_013046865.1_ASM1304686v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_015573195.1_PDT000811827.1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_016829715.1_ASM1682971v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_016829905.1_ASM1682990v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_018167725.1_PDT001013004.1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_018587125.1_PDT001049007.1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_019121915.1_ASM1912191v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_900082325.1_12673_3_49_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_903800265.1_20621_1_6_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_001639785.1_DDA_SA_299_genomic.fna,1_66,0.0050000000000000044,average,ANImf,1
GCA_011394705.1_ASM1139470v1_genomic.fna,1_66,0.0050000000000000044,average,ANImf,1
GCA_013405845.1_ASM1340584v1_genomic.fna,1_66,0.0050000000000000044,average,ANImf,1
GCA_019050255.1_ASM1905025v1_genomic.fna,1_66,0.0050000000000000044,average,ANImf,1
GCA_019294805.1_ASM1929480v1_genomic.fna,1_66,0.0050000000000000044,average,ANImf,1
GCA_900098485.1_9119_2_78_genomic.fna,1_66,0.0050000000000000044,average,ANImf,1
GCA_900098505.1_9119_2_14_genomic.fna,1_66,0.0050000000000000044,average,ANImf,1
GCA_900098515.1_9119_2_73_genomic.fna,1_66,0.0050000000000000044,average,ANImf,1
GCA_900457855.1_41004_H01_genomic.fna,1_66,0.0050000000000000044,average,ANImf,1
GCA_003237335.1_ASM323733v1_genomic.fna,1_67,0.0050000000000000044,average,ANImf,1
GCA_009675355.1_ASM967535v1_genomic.fna,1_68,0.0050000000000000044,average,ANImf,1
GCA_011026105.1_ASM1102610v1_genomic.fna,1_69,0.0050000000000000044,average,ANImf,1
GCA_900250205.1_H1309_genomic.fna,1_70,0.0050000000000000044,average,ANImf,1
GCA_900070275.1_12162_2_93_genomic.fna,1_71,0.0050000000000000044,average,ANImf,1
GCA_900070295.1_10900_2_27_genomic.fna,1_71,0.0050000000000000044,average,ANImf,1
GCA_900098595.1_9119_2_88_genomic.fna,1_71,0.0050000000000000044,average,ANImf,1
GCA_001681015.1_ASM168101v1_genomic.fna,1_72,0.0050000000000000044,average,ANImf,1
GCA_003353315.1_ASM335331v1_genomic.fna,1_72,0.0050000000000000044,average,ANImf,1
GCA_010364555.1_ASM1036455v1_genomic.fna,1_72,0.0050000000000000044,average,ANImf,1
GCA_016014905.1_ASM1601490v1_genomic.fna,1_72,0.0050000000000000044,average,ANImf,1
GCA_018134685.1_PDT001011183.1_genomic.fna,1_72,0.0050000000000000044,average,ANImf,1
GCA_900098335.1_9119_2_71_genomic.fna,1_72,0.0050000000000000044,average,ANImf,1
GCA_016013965.1_ASM1601396v1_genomic.fna,1_73,0.0050000000000000044,average,ANImf,1
GCA_001743115.1_ASM174311v1_genomic.fna,1_74,0.0050000000000000044,average,ANImf,1
GCA_002905215.1_ASM290521v1_genomic.fna,1_74,0.0050000000000000044,average,ANImf,1
GCA_003354545.1_ASM335454v1_genomic.fna,1_74,0.0050000000000000044,average,ANImf,1
GCA_018147545.1_PDT001014060.1_genomic.fna,1_74,0.0050000000000000044,average,ANImf,1
GCA_019017565.1_ASM1901756v1_genomic.fna,1_74,0.0050000000000000044,average,ANImf,1
GCA_019714345.1_ASM1971434v1_genomic.fna,1_74,0.0050000000000000044,average,ANImf,1
GCA_019757715.1_ASM1975771v1_genomic.fna,1_74,0.0050000000000000044,average,ANImf,1
GCA_900097755.1_12291_8_11_genomic.fna,1_74,0.0050000000000000044,average,ANImf,1
GCA_900125845.1_17175_2_13_genomic.fna,1_74,0.0050000000000000044,average,ANImf,1
GCA_903801035.1_22276_6_166_genomic.fna,1_74,0.0050000000000000044,average,ANImf,1
GCA_000189455.3_ASM18945v3_genomic.fna,1_75,0.0050000000000000044,average,ANImf,1
GCA_003030085.1_ASM303008v1_genomic.fna,1_75,0.0050000000000000044,average,ANImf,1
GCA_004797195.1_ASM479719v1_genomic.fna,1_75,0.0050000000000000044,average,ANImf,1
GCA_019244455.1_PDT000151632.2_genomic.fna,1_75,0.0050000000000000044,average,ANImf,1
GCA_019244475.1_PDT000151631.2_genomic.fna,1_75,0.0050000000000000044,average,ANImf,1
GCA_019244695.1_PDT000151629.2_genomic.fna,1_75,0.0050000000000000044,average,ANImf,1
GCA_020074435.1_ASM2007443v1_genomic.fna,1_75,0.0050000000000000044,average,ANImf,1
GCA_900251385.1_M3386_genomic.fna,1_75,0.0050000000000000044,average,ANImf,1
GCA_903803605.1_20621_1_155_genomic.fna,1_75,0.0050000000000000044,average,ANImf,1
GCA_010363905.1_ASM1036390v1_genomic.fna,1_76,0.0050000000000000044,average,ANImf,1
GCA_019050285.1_ASM1905028v1_genomic.fna,1_77,0.0050000000000000044,average,ANImf,1
GCA_011027015.1_ASM1102701v1_genomic.fna,1_78,0.0050000000000000044,average,ANImf,1
GCA_018147455.1_PDT001014064.1_genomic.fna,1_78,0.0050000000000000044,average,ANImf,1
GCA_900457545.1_40677_A02_genomic.fna,1_79,0.0050000000000000044,average,ANImf,1
GCA_020889665.1_ASM2088966v1_genomic.fna,1_80,0.0050000000000000044,average,ANImf,1
GCA_009696775.1_ASM969677v1_genomic.fna,1_81,0.0050000000000000044,average,ANImf,1
GCA_900457455.1_43941_A01_genomic.fna,1_82,0.0050000000000000044,average,ANImf,1
GCA_002902425.1_ASM290242v1_genomic.fna,1_83,0.0050000000000000044,average,ANImf,1
GCA_002904975.1_ASM290497v1_genomic.fna,2_1,0.0050000000000000044,average,ANImf,2
GCA_009690545.1_ASM969054v1_genomic.fna,2_1,0.0050000000000000044,average,ANImf,2
GCA_015606525.1_PDT000444285.1_genomic.fna,3_0,0.0050000000000000044,average,ANImf,3
GCA_001228205.1_5364_3_8_genomic.fna,4_0,0.0050000000000000044,average,ANImf,4
GCA_008619595.1_ASM861959v1_genomic.fna,5_0,0.0050000000000000044,average,ANImf,5
